"","original_load","solar_gen","wind_gen","battery_output","battery_state_of_charge","net_load","exports","X","X.1","X.2","day","hour"
"6621",9357,0,"727",8630,"56,397","0",0,NA,NA,NA,276,21
"6622",8760,0,"363",8397,"47,650","0",0,NA,NA,NA,276,22
"6623",7883,0,"363",7520,"39,817","0",0,NA,NA,NA,276,23
"6624",7162,0,"78",7084,"32,437","0",0,NA,NA,NA,276,24
"6625",6595,0,"0",6595,"25,567","0",0,NA,NA,NA,277,1
"6626",6286,0,"0",6286,"19,020","0",0,NA,NA,NA,277,2
"6627",6045,0,"0",6045,"12,723","0",0,NA,NA,NA,277,3
"6628",6022,0,"0",6022,"6,450","0",0,NA,NA,NA,277,4
"6629",6091,0,"0",6091,"105","0",0,NA,NA,NA,277,5
"6630",6271,0,"78",101,"0","6,092",0,NA,NA,NA,277,6
"6631",6817,183,"363",0,"0","6,270",0,NA,NA,NA,277,7
"6632",7102,6729,"0",0,"0","373",0,NA,NA,NA,277,8
"6633",7768,15727,"0",-7958,"7,640","0",0,NA,NA,NA,277,9
"6634",8124,23583,"0",-15459,"22,481","0",0,NA,NA,NA,277,10
"6635",8260,30015,"0",-21755,"43,366","0",0,NA,NA,NA,277,11
"6636",7956,34071,"0",-26115,"68,437","0",0,NA,NA,NA,277,12
"6637",7742,34275,"0",-14480,"82,337","-12,053",-12053.32502,NA,NA,NA,277,13
"6638",7530,34173,"0",0,"82,337","-26,643",-26642.7026,NA,NA,NA,277,14
"6639",7528,30785,"0",0,"82,337","-23,257",-23256.9222,NA,NA,NA,277,15
"6640",7396,24351,"0",0,"82,337","-16,956",-16955.74346,NA,NA,NA,277,16
"6641",7735,16340,"78",0,"82,337","-8,683",-8683.459614,NA,NA,NA,277,17
"6642",7837,6965,"727",145,"82,186","0",0,NA,NA,NA,277,18
"6643",8623,226,"753",7644,"74,223","0",0,NA,NA,NA,277,19
"6644",9836,0,"1,194",8643,"65,221","0",0,NA,NA,NA,277,20
"6645",9623,0,"1,194",8429,"56,440","0",0,NA,NA,NA,277,21
"6646",8925,0,"1,713",7212,"48,928","0",0,NA,NA,NA,277,22
"6647",8210,0,"1,713",6497,"42,160","0",0,NA,NA,NA,277,23
"6648",7406,0,"2,336",5070,"36,879","0",0,NA,NA,NA,277,24
"6649",6858,0,"4,023",2835,"33,926","0",0,NA,NA,NA,278,1
"6650",6551,0,"6,281",270,"33,645","0",-6.25278e-13,NA,NA,NA,278,2
"6651",6370,0,"7,683",-1313,"34,905","0",0,NA,NA,NA,278,3
"6652",6323,0,"10,849",-4526,"39,251","0",0,NA,NA,NA,278,4
"6653",6449,0,"12,329",-5880,"44,896","0",0,NA,NA,NA,278,5
"6654",6571,0,"12,329",-5758,"50,423","0",0,NA,NA,NA,278,6
"6655",6481,184,"10,875",-4579,"54,819","0",0,NA,NA,NA,278,7
"6656",6834,6592,"9,240",-8999,"63,458","0",0,NA,NA,NA,278,8
"6657",7406,15486,"9,240",-17320,"80,085","0",0,NA,NA,NA,278,9
"6658",8443,23061,"7,709",-2346,"82,337","-19,980",-19980.25217,NA,NA,NA,278,10
"6659",7642,28919,"7,709",0,"82,337","-28,986",-28985.50251,NA,NA,NA,278,11
"6660",8414,32056,"5,087",0,"82,337","-28,730",-28729.9043,NA,NA,NA,278,12
"6661",7674,32905,"4,023",0,"82,337","-29,254",-29253.82523,NA,NA,NA,278,13
"6662",6956,32091,"4,023",0,"82,337","-29,158",-29158.48564,NA,NA,NA,278,14
"6663",8322,29288,"4,023",0,"82,337","-24,990",-24989.7845,NA,NA,NA,278,15
"6664",8464,23717,"6,307",0,"82,337","-21,560",-21560.47075,NA,NA,NA,278,16
"6665",8197,16104,"7,709",0,"82,337","-15,615",-15615.46597,NA,NA,NA,278,17
"6666",8458,6831,"9,266",0,"82,337","-7,639",-7639.073724,NA,NA,NA,278,18
"6667",8981,216,"7,709",1056,"81,237","0",-2.50111e-12,NA,NA,NA,278,19
"6668",10215,0,"7,709",2506,"78,627","0",-5.91172e-12,NA,NA,NA,278,20
"6669",10007,0,"9,266",741,"77,855","0",0,NA,NA,NA,278,21
"6670",9424,0,"10,901",-1477,"79,273","0",0,NA,NA,NA,278,22
"6671",8756,0,"10,901",-2145,"81,332","0",-6.36646e-12,NA,NA,NA,278,23
"6672",8047,0,"10,875",-1047,"82,337","-1,782",-1781.954447,NA,NA,NA,278,24
"6673",7376,0,"12,355",0,"82,337","-4,979",-4979.112096,NA,NA,NA,279,1
"6674",6718,0,"13,419",0,"82,337","-6,701",-6700.551141,NA,NA,NA,279,2
"6675",6404,0,"13,990",0,"82,337","-7,585",-7585.462828,NA,NA,NA,279,3
"6676",6310,0,"14,224",0,"82,337","-7,914",-7913.576035,NA,NA,NA,279,4
"6677",6129,0,"14,249",0,"82,337","-8,121",-8120.757389,NA,NA,NA,279,5
"6678",6200,0,"14,249",0,"82,337","-8,050",-8049.654366,NA,NA,NA,279,6
"6679",6248,329,"14,275",0,"82,337","-8,357",-8356.923103,NA,NA,NA,279,7
"6680",5783,7422,"14,275",0,"82,337","-15,915",-15915.02592,NA,NA,NA,279,8
"6681",5952,15215,"14,301",0,"82,337","-23,564",-23564.3553,NA,NA,NA,279,9
"6682",6613,21470,"14,301",0,"82,337","-29,159",-29158.50393,NA,NA,NA,279,10
"6683",6783,25415,"14,301",0,"82,337","-32,933",-32932.74177,NA,NA,NA,279,11
"6684",7173,29404,"14,301",0,"82,337","-36,533",-36532.52586,NA,NA,NA,279,12
"6685",7263,30668,"14,301",0,"82,337","-37,707",-37706.56341,NA,NA,NA,279,13
"6686",7087,31686,"14,249",0,"82,337","-38,849",-38848.94923,NA,NA,NA,279,14
"6687",7468,27811,"14,249",0,"82,337","-34,593",-34592.81975,NA,NA,NA,279,15
"6688",7911,21620,"14,301",0,"82,337","-28,011",-28010.80464,NA,NA,NA,279,16
"6689",7559,14390,"14,301",0,"82,337","-21,132",-21131.90101,NA,NA,NA,279,17
"6690",8027,5950,"14,275",0,"82,337","-12,199",-12199.00279,NA,NA,NA,279,18
"6691",8531,180,"14,275",0,"82,337","-5,925",-5925.131601,NA,NA,NA,279,19
"6692",9930,0,"14,353",0,"82,337","-4,423",-4423.168451,NA,NA,NA,279,20
"6693",9786,0,"14,353",0,"82,337","-4,567",-4567.108716,NA,NA,NA,279,21
"6694",9390,0,"14,353",0,"82,337","-4,963",-4963.377999,NA,NA,NA,279,22
"6695",8650,0,"14,353",0,"82,337","-5,703",-5703.022854,NA,NA,NA,279,23
"6696",7860,0,"14,301",0,"82,337","-6,441",-6441.049376,NA,NA,NA,279,24
"6697",7058,0,"14,353",0,"82,337","-7,295",-7295.036866,NA,NA,NA,280,1
"6698",6717,0,"14,327",0,"82,337","-7,611",-7610.722861,NA,NA,NA,280,2
"6699",6500,0,"14,327",0,"82,337","-7,828",-7827.500368,NA,NA,NA,280,3
"6700",6352,0,"14,327",0,"82,337","-7,976",-7975.776183,NA,NA,NA,280,4
"6701",6458,0,"14,301",0,"82,337","-7,843",-7843.166292,NA,NA,NA,280,5
"6702",6528,0,"14,301",0,"82,337","-7,774",-7773.79749,NA,NA,NA,280,6
"6703",6277,289,"14,327",0,"82,337","-8,340",-8339.81285,NA,NA,NA,280,7
"6704",6695,7683,"14,327",0,"82,337","-15,316",-15315.58679,NA,NA,NA,280,8
"6705",6541,17220,"14,353",0,"82,337","-25,032",-25032.35495,NA,NA,NA,280,9
"6706",6296,25218,"14,327",0,"82,337","-33,249",-33249.41657,NA,NA,NA,280,10
"6707",5097,31416,"14,327",0,"82,337","-40,647",-40646.94311,NA,NA,NA,280,11
"6708",5109,34202,"14,327",0,"82,337","-43,421",-43420.76704,NA,NA,NA,280,12
"6709",3738,34245,"14,094",0,"82,337","-44,601",-44600.55069,NA,NA,NA,280,13
"6710",5047,34188,"13,497",0,"82,337","-42,638",-42637.73633,NA,NA,NA,280,14
"6711",5101,30497,"13,497",0,"82,337","-38,892",-38892.33755,NA,NA,NA,280,15
"6712",4788,24665,"14,068",0,"82,337","-33,945",-33944.61282,NA,NA,NA,280,16
"6713",5793,16593,"14,068",0,"82,337","-24,868",-24867.95519,NA,NA,NA,280,17
"6714",6541,7202,"13,497",0,"82,337","-14,157",-14157.22648,NA,NA,NA,280,18
"6715",7507,228,"13,497",0,"82,337","-6,218",-6217.543299,NA,NA,NA,280,19
"6716",8883,0,"13,497",0,"82,337","-4,614",-4614.11058,NA,NA,NA,280,20
"6717",8762,0,"13,497",0,"82,337","-4,735",-4734.638874,NA,NA,NA,280,21
"6718",8306,0,"13,471",0,"82,337","-5,165",-5164.783392,NA,NA,NA,280,22
"6719",7605,0,"12,381",0,"82,337","-4,775",-4775.283295,NA,NA,NA,280,23
"6720",6993,0,"12,355",0,"82,337","-5,362",-5361.507619,NA,NA,NA,280,24
"6721",6515,0,"12,329",0,"82,337","-5,813",-5813.329887,NA,NA,NA,281,1
"6722",6294,0,"13,393",0,"82,337","-7,099",-7098.612587,NA,NA,NA,281,2
"6723",6190,0,"13,393",0,"82,337","-7,203",-7202.665791,NA,NA,NA,281,3
"6724",6034,0,"13,367",0,"82,337","-7,333",-7332.790239,NA,NA,NA,281,4
"6725",6081,0,"12,303",0,"82,337","-6,222",-6221.796654,NA,NA,NA,281,5
"6726",6424,0,"12,303",0,"82,337","-5,879",-5879.288193,NA,NA,NA,281,6
"6727",6734,285,"12,303",0,"82,337","-5,854",-5854.00269,NA,NA,NA,281,7
"6728",6711,7319,"12,303",0,"82,337","-12,910",-12910.18371,NA,NA,NA,281,8
"6729",6612,15878,"10,849",0,"82,337","-20,115",-20115.21879,NA,NA,NA,281,9
"6730",6418,23582,"9,214",0,"82,337","-26,378",-26377.72864,NA,NA,NA,281,10
"6731",6576,29349,"9,214",0,"82,337","-31,987",-31986.65122,NA,NA,NA,281,11
"6732",6737,32684,"9,214",0,"82,337","-35,161",-35161.14298,NA,NA,NA,281,12
"6733",7194,31826,"7,683",0,"82,337","-32,314",-32314.49046,NA,NA,NA,281,13
"6734",6476,30592,"7,683",0,"82,337","-31,798",-31798.08083,NA,NA,NA,281,14
"6735",7200,26960,"6,281",0,"82,337","-26,041",-26040.58002,NA,NA,NA,281,15
"6736",7363,21005,"5,061",0,"82,337","-18,703",-18703.48566,NA,NA,NA,281,16
"6737",8202,13613,"4,023",0,"82,337","-9,434",-9434.022454,NA,NA,NA,281,17
"6738",7992,6248,"3,115",0,"82,337","-1,370",-1370.398869,NA,NA,NA,281,18
"6739",8783,178,"2,336",6269,"75,807","0",0,NA,NA,NA,281,19
"6740",10150,0,"5,087",5063,"70,533","0",0,NA,NA,NA,281,20
"6741",9859,0,"4,023",5836,"64,454","0",0,NA,NA,NA,281,21
"6742",9319,0,"4,023",5296,"58,938","0",0,NA,NA,NA,281,22
"6743",8511,0,"4,023",4488,"54,263","0",0,NA,NA,NA,281,23
"6744",7654,0,"3,115",4539,"49,535","0",0,NA,NA,NA,281,24
"6745",6959,0,"3,115",3844,"45,531","0",0,NA,NA,NA,282,1
"6746",6579,0,"3,997",2582,"42,841","0",0,NA,NA,NA,282,2
"6747",6465,0,"3,997",2468,"40,271","0",0,NA,NA,NA,282,3
"6748",6301,0,"3,997",2304,"37,870","0",0,NA,NA,NA,282,4
"6749",6289,0,"3,089",3200,"34,537","0",0,NA,NA,NA,282,5
"6750",6425,0,"3,089",3337,"31,061","0",0,NA,NA,NA,282,6
"6751",6869,284,"2,336",4250,"26,634","0",0,NA,NA,NA,282,7
"6752",6928,7445,"2,336",-2853,"29,373","0",0,NA,NA,NA,282,8
"6753",7630,16155,"2,336",-10861,"39,800","0",0,NA,NA,NA,282,9
"6754",8320,23600,"1,713",-16993,"56,113","0",0,NA,NA,NA,282,10
"6755",8273,28633,"1,168",-21528,"76,779","0",0,NA,NA,NA,282,11
"6756",7917,32425,"1,168",-5789,"82,337","-19,887",-19887.26957,NA,NA,NA,282,12
"6757",7474,33310,"727",0,"82,337","-26,563",-26562.74758,NA,NA,NA,282,13
"6758",7749,31550,"727",0,"82,337","-24,528",-24527.56003,NA,NA,NA,282,14
"6759",7903,28317,"78",0,"82,337","-20,492",-20491.78781,NA,NA,NA,282,15
"6760",7966,23328,"78",0,"82,337","-15,440",-15439.95723,NA,NA,NA,282,16
"6761",8116,15387,"78",0,"82,337","-7,349",-7349.207489,NA,NA,NA,282,17
"6762",8139,6799,"363",976,"81,320","0",-2.04636e-12,NA,NA,NA,282,18
"6763",8830,249,"727",7854,"73,139","0",0,NA,NA,NA,282,19
"6764",9976,0,"1,713",8263,"64,532","0",0,NA,NA,NA,282,20
"6765",9577,0,"1,713",7864,"56,340","0",0,NA,NA,NA,282,21
"6766",8955,0,"1,713",7242,"48,796","0",0,NA,NA,NA,282,22
"6767",8004,0,"1,713",6291,"42,243","0",0,NA,NA,NA,282,23
"6768",7237,0,"2,336",4901,"37,138","0",0,NA,NA,NA,282,24
"6769",6656,0,"3,115",3541,"33,449","0",0,NA,NA,NA,283,1
"6770",6327,0,"3,115",3213,"30,102","0",0,NA,NA,NA,283,2
"6771",6158,0,"3,115",3044,"26,932","0",0,NA,NA,NA,283,3
"6772",6052,0,"3,115",2938,"23,872","0",0,NA,NA,NA,283,4
"6773",6099,0,"3,115",2985,"20,763","0",0,NA,NA,NA,283,5
"6774",6281,0,"3,115",3167,"17,464","0",0,NA,NA,NA,283,6
"6775",6598,350,"3,997",2251,"15,120","0",0,NA,NA,NA,283,7
"6776",6640,7598,"5,061",-6019,"20,898","0",0,NA,NA,NA,283,8
"6777",6529,16700,"5,087",-15258,"35,546","0",0,NA,NA,NA,283,9
"6778",7419,24613,"5,087",-22281,"56,935","0",0,NA,NA,NA,283,10
"6779",7447,31282,"4,023",-26460,"82,337","-1,398",-1397.835826,NA,NA,NA,283,11
"6780",6981,34234,"4,023",0,"82,337","-31,276",-31276.38458,NA,NA,NA,283,12
"6781",7466,34257,"3,115",0,"82,337","-29,906",-29906.30783,NA,NA,NA,283,13
"6782",7578,34221,"3,115",0,"82,337","-29,758",-29757.65041,NA,NA,NA,283,14
"6783",7335,31755,"2,336",0,"82,337","-26,756",-26755.79927,NA,NA,NA,283,15
"6784",7649,25509,"2,336",0,"82,337","-20,196",-20196.0955,NA,NA,NA,283,16
"6785",8221,16870,"2,336",0,"82,337","-10,985",-10984.64403,NA,NA,NA,283,17
"6786",7805,7526,"4,023",0,"82,337","-3,744",-3744.158226,NA,NA,NA,283,18
"6787",8262,337,"4,023",3902,"78,273","0",0,NA,NA,NA,283,19
"6788",10034,0,"5,087",4947,"73,120","0",0,NA,NA,NA,283,20
"6789",9892,0,"6,307",3585,"69,385","0",0,NA,NA,NA,283,21
"6790",9293,0,"7,709",1584,"67,735","0",-2.27374e-12,NA,NA,NA,283,22
"6791",8393,0,"7,683",710,"66,996","0",0,NA,NA,NA,283,23
"6792",7517,0,"7,683",-166,"67,155","0",0,NA,NA,NA,283,24
"6793",6889,0,"7,683",-794,"67,917","0",-3.29692e-12,NA,NA,NA,284,1
"6794",6570,0,"6,307",263,"67,643","0",0,NA,NA,NA,284,2
"6795",6354,0,"6,307",47,"67,594","0",0,NA,NA,NA,284,3
"6796",6219,0,"6,307",-88,"67,679","0",0,NA,NA,NA,284,4
"6797",6132,0,"6,307",-175,"67,847","0",0,NA,NA,NA,284,5
"6798",6323,0,"6,307",16,"67,830","0",-4.72511e-13,NA,NA,NA,284,6
"6799",6626,425,"6,307",-107,"67,933","0",-4.60432e-12,NA,NA,NA,284,7
"6800",6335,8313,"7,709",-9686,"77,232","0",0,NA,NA,NA,284,8
"6801",6891,17639,"7,709",-5318,"82,337","-13,138",-13138.30856,NA,NA,NA,284,9
"6802",6528,26210,"7,709",0,"82,337","-27,390",-27390.49352,NA,NA,NA,284,10
"6803",6677,32207,"6,307",0,"82,337","-31,838",-31837.78911,NA,NA,NA,284,11
"6804",6919,34275,"5,087",0,"82,337","-32,443",-32443.21828,NA,NA,NA,284,12
"6805",6908,34297,"5,087",0,"82,337","-32,476",-32475.7,NA,NA,NA,284,13
"6806",7182,34232,"5,087",0,"82,337","-32,137",-32136.65519,NA,NA,NA,284,14
"6807",8062,32073,"5,087",0,"82,337","-29,098",-29098.27458,NA,NA,NA,284,15
"6808",7135,25917,"5,087",0,"82,337","-23,870",-23870.11453,NA,NA,NA,284,16
"6809",7805,17075,"6,307",0,"82,337","-15,577",-15577.24005,NA,NA,NA,284,17
"6810",7837,7325,"6,307",0,"82,337","-5,796",-5795.614848,NA,NA,NA,284,18
"6811",8322,228,"7,683",410,"81,910","0",0,NA,NA,NA,284,19
"6812",10059,0,"10,875",-445,"82,337","-371",-370.5573805,NA,NA,NA,284,20
"6813",9903,0,"10,875",0,"82,337","-972",-972.0310051,NA,NA,NA,284,21
"6814",9199,0,"10,875",0,"82,337","-1,676",-1676.124348,NA,NA,NA,284,22
"6815",8338,0,"10,875",0,"82,337","-2,537",-2537.164607,NA,NA,NA,284,23
"6816",7463,0,"10,875",0,"82,337","-3,412",-3412.078626,NA,NA,NA,284,24
"6817",6835,0,"10,849",0,"82,337","-4,015",-4014.77804,NA,NA,NA,285,1
"6818",6447,0,"9,214",0,"82,337","-2,767",-2767.188722,NA,NA,NA,285,2
"6819",6251,0,"9,214",0,"82,337","-2,963",-2963.155589,NA,NA,NA,285,3
"6820",6183,0,"9,214",0,"82,337","-3,031",-3030.790171,NA,NA,NA,285,4
"6821",6298,0,"9,214",0,"82,337","-2,916",-2916.331647,NA,NA,NA,285,5
"6822",6582,0,"10,823",0,"82,337","-4,241",-4241.151701,NA,NA,NA,285,6
"6823",6823,46,"10,823",0,"82,337","-4,046",-4046.374607,NA,NA,NA,285,7
"6824",6642,1507,"10,823",0,"82,337","-5,689",-5688.760898,NA,NA,NA,285,8
"6825",6918,2839,"12,303",0,"82,337","-8,225",-8224.512383,NA,NA,NA,285,9
"6826",7235,4069,"13,393",0,"82,337","-10,227",-10226.64953,NA,NA,NA,285,10
"6827",8076,5689,"13,393",0,"82,337","-11,006",-11005.81014,NA,NA,NA,285,11
"6828",7268,6135,"12,303",0,"82,337","-11,169",-11169.49597,NA,NA,NA,285,12
"6829",6659,6308,"12,303",0,"82,337","-11,952",-11952.07599,NA,NA,NA,285,13
"6830",6726,6302,"10,823",0,"82,337","-10,399",-10399.26131,NA,NA,NA,285,14
"6831",7235,4757,"12,303",0,"82,337","-9,825",-9824.616234,NA,NA,NA,285,15
"6832",7850,3678,"12,303",0,"82,337","-8,131",-8130.55514,NA,NA,NA,285,16
"6833",8694,2587,"13,367",0,"82,337","-7,260",-7259.877506,NA,NA,NA,285,17
"6834",8543,1173,"12,303",0,"82,337","-4,933",-4932.579982,NA,NA,NA,285,18
"6835",8811,31,"12,303",0,"82,337","-3,523",-3522.846197,NA,NA,NA,285,19
"6836",10388,0,"12,303",0,"82,337","-1,915",-1914.861142,NA,NA,NA,285,20
"6837",10226,0,"12,303",0,"82,337","-2,077",-2077.010717,NA,NA,NA,285,21
"6838",9747,0,"10,823",0,"82,337","-1,076",-1076.200096,NA,NA,NA,285,22
"6839",9065,0,"10,823",0,"82,337","-1,759",-1758.615689,NA,NA,NA,285,23
"6840",8318,0,"10,823",0,"82,337","-2,505",-2505.197423,NA,NA,NA,285,24
"6841",7598,0,"12,277",0,"82,337","-4,679",-4679.265857,NA,NA,NA,286,1
"6842",7130,0,"12,277",0,"82,337","-5,147",-5146.638163,NA,NA,NA,286,2
"6843",6920,0,"12,277",0,"82,337","-5,356",-5356.47879,NA,NA,NA,286,3
"6844",6719,0,"12,277",0,"82,337","-5,558",-5557.648316,NA,NA,NA,286,4
"6845",6648,0,"12,251",0,"82,337","-5,603",-5602.795981,NA,NA,NA,286,5
"6846",6693,0,"13,341",0,"82,337","-6,648",-6647.83126,NA,NA,NA,286,6
"6847",6372,118,"13,912",0,"82,337","-7,658",-7658.159863,NA,NA,NA,286,7
"6848",6950,2578,"13,938",0,"82,337","-9,567",-9566.602663,NA,NA,NA,286,8
"6849",7653,5529,"13,367",0,"82,337","-11,242",-11242.41611,NA,NA,NA,286,9
"6850",7009,8330,"13,393",0,"82,337","-14,714",-14713.96016,NA,NA,NA,286,10
"6851",6286,10134,"13,393",0,"82,337","-17,241",-17241.11031,NA,NA,NA,286,11
"6852",6706,12128,"12,303",0,"82,337","-17,725",-17724.95113,NA,NA,NA,286,12
"6853",5802,12366,"12,303",0,"82,337","-18,867",-18866.72025,NA,NA,NA,286,13
"6854",7149,11632,"12,303",0,"82,337","-16,786",-16785.62903,NA,NA,NA,286,14
"6855",6274,9953,"12,303",0,"82,337","-15,982",-15982.09291,NA,NA,NA,286,15
"6856",7854,8142,"13,367",0,"82,337","-13,655",-13654.54256,NA,NA,NA,286,16
"6857",7885,5209,"13,367",0,"82,337","-10,691",-10691.03399,NA,NA,NA,286,17
"6858",7995,2325,"13,964",0,"82,337","-8,294",-8294.268219,NA,NA,NA,286,18
"6859",8855,29,"13,964",0,"82,337","-5,138",-5138.03156,NA,NA,NA,286,19
"6860",10193,0,"14,224",0,"82,337","-4,031",-4030.657327,NA,NA,NA,286,20
"6861",9917,0,"13,964",0,"82,337","-4,047",-4046.844745,NA,NA,NA,286,21
"6862",9432,0,"13,964",0,"82,337","-4,532",-4532.426361,NA,NA,NA,286,22
"6863",8607,0,"13,367",0,"82,337","-4,760",-4760.074784,NA,NA,NA,286,23
"6864",7708,0,"13,367",0,"82,337","-5,659",-5659.267883,NA,NA,NA,286,24
"6865",6998,0,"13,341",0,"82,337","-6,343",-6343.47564,NA,NA,NA,287,1
"6866",6630,0,"12,251",0,"82,337","-5,621",-5621.005292,NA,NA,NA,287,2
"6867",6329,0,"13,315",0,"82,337","-6,986",-6986.062115,NA,NA,NA,287,3
"6868",6248,0,"13,886",0,"82,337","-7,639",-7638.588315,NA,NA,NA,287,4
"6869",6291,0,"13,886",0,"82,337","-7,595",-7595.232813,NA,NA,NA,287,5
"6870",6439,0,"14,146",0,"82,337","-7,707",-7706.51057,NA,NA,NA,287,6
"6871",6175,53,"14,172",0,"82,337","-8,050",-8050.08479,NA,NA,NA,287,7
"6872",6290,2798,"13,938",0,"82,337","-10,446",-10446.338,NA,NA,NA,287,8
"6873",6629,5176,"13,938",0,"82,337","-12,485",-12485.37823,NA,NA,NA,287,9
"6874",5354,8501,"14,249",0,"82,337","-17,397",-17396.96886,NA,NA,NA,287,10
"6875",4593,10684,"14,249",0,"82,337","-20,340",-20340.21288,NA,NA,NA,287,11
"6876",5103,12453,"13,964",0,"82,337","-21,314",-21314.45713,NA,NA,NA,287,12
"6877",5300,13714,"13,367",0,"82,337","-21,782",-21781.71812,NA,NA,NA,287,13
"6878",4770,13949,"13,938",0,"82,337","-23,117",-23117.25083,NA,NA,NA,287,14
"6879",5258,10160,"14,172",0,"82,337","-19,074",-19073.53584,NA,NA,NA,287,15
"6880",5651,8020,"14,172",0,"82,337","-16,540",-16540.35728,NA,NA,NA,287,16
"6881",5771,5956,"14,198",0,"82,337","-14,382",-14381.70921,NA,NA,NA,287,17
"6882",6370,2943,"13,938",0,"82,337","-10,511",-10510.92245,NA,NA,NA,287,18
"6883",7310,71,"13,938",0,"82,337","-6,700",-6699.655632,NA,NA,NA,287,19
"6884",8573,0,"13,367",0,"82,337","-4,794",-4793.892075,NA,NA,NA,287,20
"6885",8453,0,"13,367",0,"82,337","-4,914",-4913.553259,NA,NA,NA,287,21
"6886",7956,0,"12,303",0,"82,337","-4,347",-4347.104772,NA,NA,NA,287,22
"6887",7314,0,"12,303",0,"82,337","-4,989",-4988.766194,NA,NA,NA,287,23
"6888",6724,0,"12,303",0,"82,337","-5,579",-5579.268123,NA,NA,NA,287,24
"6889",6374,0,"13,367",0,"82,337","-6,993",-6992.883108,NA,NA,NA,288,1
"6890",6117,0,"14,172",0,"82,337","-8,054",-8054.163748,NA,NA,NA,288,2
"6891",5997,0,"14,198",0,"82,337","-8,201",-8200.647399,NA,NA,NA,288,3
"6892",5908,0,"14,224",0,"82,337","-8,316",-8315.915089,NA,NA,NA,288,4
"6893",6012,0,"14,224",0,"82,337","-8,212",-8211.861885,NA,NA,NA,288,5
"6894",6277,0,"14,224",0,"82,337","-7,947",-7946.526217,NA,NA,NA,288,6
"6895",6719,255,"14,224",0,"82,337","-7,759",-7759.187265,NA,NA,NA,288,7
"6896",6691,4344,"14,224",0,"82,337","-11,877",-11876.61435,NA,NA,NA,288,8
"6897",7377,8285,"14,224",0,"82,337","-15,131",-15130.88221,NA,NA,NA,288,9
"6898",7669,13440,"14,224",0,"82,337","-19,995",-19994.9371,NA,NA,NA,288,10
"6899",7457,16903,"14,224",0,"82,337","-23,669",-23669.30691,NA,NA,NA,288,11
"6900",6947,17325,"14,224",0,"82,337","-24,601",-24601.22182,NA,NA,NA,288,12
"6901",7409,20152,"14,172",0,"82,337","-26,915",-26915.1937,NA,NA,NA,288,13
"6902",7325,19149,"14,224",0,"82,337","-26,047",-26047.41321,NA,NA,NA,288,14
"6903",8212,16319,"14,224",0,"82,337","-22,331",-22331.20396,NA,NA,NA,288,15
"6904",9204,11659,"14,198",0,"82,337","-16,653",-16653.05416,NA,NA,NA,288,16
"6905",8812,7090,"14,224",0,"82,337","-12,501",-12500.82389,NA,NA,NA,288,17
"6906",8408,2961,"14,224",0,"82,337","-8,776",-8776.25949,NA,NA,NA,288,18
"6907",9101,37,"14,224",0,"82,337","-5,159",-5158.870247,NA,NA,NA,288,19
"6908",10874,0,"14,249",0,"82,337","-3,375",-3375.064202,NA,NA,NA,288,20
"6909",10763,0,"14,275",0,"82,337","-3,513",-3512.876752,NA,NA,NA,288,21
"6910",9996,0,"14,275",0,"82,337","-4,279",-4279.402018,NA,NA,NA,288,22
"6911",9145,0,"14,275",0,"82,337","-5,130",-5130.036956,NA,NA,NA,288,23
"6912",8199,0,"14,275",0,"82,337","-6,077",-6076.921107,NA,NA,NA,288,24
"6913",7549,0,"14,275",0,"82,337","-6,726",-6726.386519,NA,NA,NA,289,1
"6914",7232,0,"14,275",0,"82,337","-7,044",-7043.748789,NA,NA,NA,289,2
"6915",6954,0,"14,249",0,"82,337","-7,295",-7295.268641,NA,NA,NA,289,3
"6916",6817,0,"14,249",0,"82,337","-7,432",-7432.272026,NA,NA,NA,289,4
"6917",6912,0,"14,249",0,"82,337","-7,338",-7337.757033,NA,NA,NA,289,5
"6918",7364,0,"14,249",0,"82,337","-6,885",-6885.125598,NA,NA,NA,289,6
"6919",7488,341,"14,275",0,"82,337","-7,128",-7128.214241,NA,NA,NA,289,7
"6920",7307,5227,"14,275",0,"82,337","-12,196",-12195.56018,NA,NA,NA,289,8
"6921",7889,10810,"14,275",0,"82,337","-17,196",-17196.24081,NA,NA,NA,289,9
"6922",7696,14736,"14,301",0,"82,337","-21,341",-21341.02115,NA,NA,NA,289,10
"6923",7026,17575,"14,275",0,"82,337","-24,824",-24823.77215,NA,NA,NA,289,11
"6924",7958,20626,"14,275",0,"82,337","-26,943",-26943.22488,NA,NA,NA,289,12
"6925",7538,20190,"14,275",0,"82,337","-26,927",-26927.22088,NA,NA,NA,289,13
"6926",7879,18638,"14,275",0,"82,337","-25,034",-25033.73239,NA,NA,NA,289,14
"6927",8533,16839,"14,275",0,"82,337","-22,581",-22581.08689,NA,NA,NA,289,15
"6928",9177,11464,"14,275",0,"82,337","-16,562",-16561.62578,NA,NA,NA,289,16
"6929",9422,6953,"14,275",0,"82,337","-11,806",-11806.0481,NA,NA,NA,289,17
"6930",9184,3333,"14,275",0,"82,337","-8,425",-8425.236303,NA,NA,NA,289,18
"6931",9621,34,"14,301",0,"82,337","-4,713",-4713.476146,NA,NA,NA,289,19
"6932",9725,0,"14,327",0,"82,337","-4,603",-4602.718171,NA,NA,NA,289,20
